66,66,"ეტიუდი ყავისფერ ტონებში
"
67,67,"დედიშობილა
"
68,68,"უსახელო ნაბიჭვრები
"
69,69,"ანდერძის წერა
"
70,70,"დარვინი
"
71,71,"პორტრეტი, ავტოპორტრეტი
"
72,72,"ვიკილ
"
73,73,"ნიკიტა ხრუშჩოვი
"
74,74,"თვითმკვლელობა
"
75,75,"ციფრული კამერა
"
76,76,"საათის ისრები
"
77,77,"თიხის ფეხები
"
78,78,"სალიერი
"
79,79,"იესო ქრისტე და იესო ნავე
"
80,80,"პაკ-მენი
"
81,81,"ფხენიანში
"
82,82,"როზენკრანცი და გილდესტერნი
"
83,83,"ბოშათა ბანაკი (ტაბორი)
"
84,84,"ნამაზს (ლოცვას)
"
85,85,"შავი ბაზარი
"
86,86,"ვებ-სერფინგი
"
87,87,"გილიოტინა
"
88,88,"ლევი სტროსის
"
89,89,"პიანინოს შავ კლავიშას
"
90,90,"ბაქო
"
91,91,"ბარაბა
"
92,92,"მთვარეული
"
93,93,"კარტ-ბლანში
"
94,94,"პირველი თოვლი
"
95,95,"სათვალე.
"
96,96,"ჩუპა-ჩუპსზე.
"
97,97,"ტელეგრაფის გამოგონების. (მორზეს აპარატი)
"
98,98,"რწყილი და ჭიანჭველა.
"
99,99,"სამი მუშკეტერი
"
100,100,"აშშ-ს პრეზიდენტების (პროფესიების)
"
101,101,"მარკა
"
102,102,"ბერმუდი.
"
103,103,"კარგი, ცუდი და ბოროტი.
"
104,104,"კოღოზე.
"
105,105,"ოსკარის ქანდაკებებისგან.
"
106,106,"ოკეანე, Ocean
"
107,107,"მატრიოშკები.
"
108,108,"კოცნა
"
109,109,"ღამურებისგან.
"
110,110,"მზარეულებზე.
"
111,111,"მოსეს
"
112,112,"გოლფი
"
113,113,"პიზას კოშკი
"
114,114,"მიკროტალღური ღუმელი
"
115,115,"ალისა
"
116,116,"გრინვიჩის მერიდიანი
"
117,117,"საფოსტო მტრედებზე.
"
118,118,"Reservoir Dogs (Бешеные псы; ცოფიანი ძაღლები)
"
119,119,"სკოტლენდ-იარდს.
"
120,120,"ხომალდის ჩაშვება წყალში.
"
121,121,"სარკე.
"
122,122,"მამაკაცის გული (კაცის გული)
"
123,123,"კაკაო
"
124,124,"წინასწარმეტყველება (მკითხაობა და ა.შ)
"
125,125,"ბერლინში
"
126,126,"ყურებამდე შეყვარებული.
"
127,127,"ჰამელნი და თაგვები.
"
128,128,"ვირთხებზე.
"
129,129,"ცხენი.
"
130,130,"გულივერი, კრუზო.
"
131,131,"შეცვალეს მოძრაობის მხარე
"
132,132,"შაქრის.
"
133,133,"ედვარდ მუნკი
"
134,134,"ყურები
"
135,135,"წარსული, აწმყო, მომავალი.
"
136,136,"ფობოსი და დეიმოსი
"
137,137,"ჯეიმს ბონდს
"
138,138,"F5
"
139,139,"სიკვდილით დასჯა
"
140,140,"კენტავრი
"
141,141,"ტიტანიკზე.
"
142,142,"საგზაო ნიშანი.
"
143,143,"ევერესტი. (ან ნეპალის რომელიმე სხვა ღირსშესანიშნაობა: საგარმათას ეროვნული პარკი, კატმანდუს ხეობა, ჩიტვანის სამეფოპარკი, ლუმბინი...)
"
144,144,"ანკარაზე
"
145,145,"ნიქსონის ჩანაწერები.
"
146,146,"ბარბექიუ (Barbecue, Barbeque ჩაითვლება)
"
147,147,"სოფო ხალვაში
"
148,148,"ჰემინგუეი.
"
149,149,"სუფლე და სუფლიორი.
"
150,150,"ომი და მშვიდობა.
"
151,151,"აკულისტი
"
152,152,"გოლიათი
"
153,153,"სინონიმი.
"
154,154,"კობრას.
"
155,155,"Marry Harry
"
156,156,"დანიელი.
"
157,157,"მასლოუს პირამიდა.
"
158,158,"scarefacebook
"
159,159,"ბოტო.
"
160,160,"ოპელ (ჩათვლა: ოპელ-ოპელ)
"
161,161,"ამური. (ჩათვლა: კუპიდონი).
"
162,162,"მაიკლ ჯექსონი.
"
163,163,"ბაბა იაგა
"
164,164,"უჩინმაჩინი (ჩათვლა: უხილავი კაცი და ა.შ.)
"
165,165,"საფეხბურთო კლუბი „ლივერპული“.
"
166,166,"ჩაკ ნორისი.
"
167,167,"ოთხი.
"
168,168,"მეორე პუნიკური ომი (უბრალოდ ""პუნიკური ომიც"" ითვლება)
"
169,169,"ფორმულა 1
"
170,170,"აპლოდისმენტები, ოვაციები
"
171,171,"5 ნოემბერი
"
172,172,"აეროსმიტი
"
173,173,"ბენჯამინ ფრანკლინი
"
174,174,"პარისი
"
175,175,"ყვითელი ზღვა
"
176,176,"მაინ რიდი
"
177,177,"სახელის გადარქმევა
"
178,178,"ძაღლის თავი
"
179,179,"Punk Panther
"
180,180,"მეფის აჩრდილი
"
181,181,"[ერვინ] შრედინგერი
"
182,182,"პოტიომკინის სოფელი (სოფლები)
"
183,183,"ნადირობის სეზონი
"
184,184,"თამაში ჭვავის ყანაში
"
185,185,"მარგარეტ ტეტჩერი
"
186,186,"IV(რომაული ოთხი)
"
187,187,"კალათბურთის ბურთი
"
188,188,"ვესპასიანე
"
189,189,"რძე
"
190,190,"წელიწადის დროების.
"
191,191,"გადასახადებისგან თავის არიდებაში.
"
192,192,"ფუტკრებზე.
"
193,193,"საკუთარ ვალს.
"
194,194,"მათრახის დარტყმა
"
195,195,"ცენტრალური სადაზვერვო სამმართველო.
"
196,196,"სადაზღვეო სააგენტოები
"
197,197,"მარაოზე.
"
198,198,"ენა.
"
199,199,"უილიამ თეკერეი
"
200,200,"პარფიუმერია
"
201,201,"ჯუღაშვილი
"
202,202,"რათა მათ წვერი მოეშვათ
"
203,203,"ლუჩანო პავაროტის
"
204,204,"მესია.
"
205,205,"პანდა.
"
206,206,"მისი ყველა გვერდი ერთი ფერის იყო.
"
207,207,"ეძიე ქალი. (Cherchez la femme)
"
208,208,"შვილზე (ბავშვზე).
"
209,209,"ცენზორი
"
210,210,"ქარავანი
"
211,211,"პოეზია.
"
212,212,"რისი დამტკიცებაც გვინდოდა.
"
213,213,"El Dorado / ელდორადო
"
214,214,"რომელმან შექმნა სამყარო.
"
215,215,"სინდისი.
"
216,216,"ჯოკონდას ღიმილი
"
217,217,"გაზონის საკრეჭი მანქანების.
"
218,218,"მუსიკა
"
219,219,"ტუნელი
"
220,220,"სიცრუის დეტექტორის.
"
221,221,"OBAMA 1; OSAMA 0
"
222,222,"წურბელაზე.
"
223,223,"ჰეროსტრატე.
"
224,224,"George Best.
"
225,225,"იყიდა და გაანადგურა მარკების უმეტესობა, 109 000 ცალი ეგზემპლარი.
"
226,226,"აკვალანგი.
"
227,227,"ცვლის ბეჭდვის მიმართულებას.
"
228,228,"წიგნებზე.
"
229,229,"კადრებს
"
230,230,"წამების იარაღებს.
"
231,231,"პაკისტანი
"
232,232,"ფიდელ კასტრო.
"
233,233,"გარი ოლდმანი
"
234,234,"ბაბილონი
"
235,235,"ბიბლია
"
236,236,"რევოლუცია (Revolution)
"
237,237,"პარასკევი, 13
"
238,238,"დარტ ვეიდერზე (Darth Vader)
"
239,239,"ტოლიატი.
"
240,240,"აკაკი წერეთელი.
"
241,241,"მარიო.
"
242,242,"Pandalism
"
243,243,"სიამი
"
244,244,"ივან ვასილის ძე იცვლის პროფესიას.
"
245,245,"რეკორდი
"
246,246,"აპოკალიფსის ოთხი მხედარი.
"
247,247,"თემიდა
"
248,248,"ვარსკვლავური ომები (Star Wars)
"
249,249,"ლომი
"
250,250,"დედის.
"
251,251,"1) ბლუმკვისტი; 2) პეპი გრძელი წინდა.
"
252,252,"ტოტია.
"
253,253,"აჯიკისტანი (ჩათვლა: აჯიკეთი).
"
254,254,"Bone Appetit
"
255,255,"ბაროკო; მაროკო.
"
256,256,"IX
"
257,257,"ცხვარი, ასლის გადასაღები აპარატი. (დოლი, ქსეროქსი)
"
258,258,"ჯეიმს ბონდი.
"
259,259,"ვიქტორია.
"
260,260,"იძინე, როგორც ჩვილმა.
"
261,261,"ოთხყურა სამყურა.
"
262,262,"ადამის ნეკნი.
"
263,263,"გაზსადენი მილები.
"
264,264,"საფოსტო მტრედები.
"
265,265,"INRI
"
266,266,"Баю-баюшки-баю
"
267,267,"ორსონ უელსი
"
268,268,"flu
"
269,269,"კრიალოსანი
"
270,270,"ორეგონი
"
271,271,"ორი ნული, 00
"
272,272,"ჟასმინი
"
273,273,"ჯორჯ სოროსი
"
274,274,"მთა რაშმორი
"
275,275,"ჩრდილი
"
276,276,"ზაზუნას დღე
"
277,277,"მინერალური
"
278,278,"[ჯონ] დალტონი
"
279,279,"მელიტონ ქანთარია
"
280,280,"ჰიდრა
"
281,281,"1) ლერნეს ჰიდრა; 2) ავგიას თავლა
"
282,282,"რასპუტინი
"
283,283,"კერკეტი კაკალი
"
284,284,"ლეგო
"
285,285,"პოლიციელი
"
286,286,"ზარბაზანი.
"
287,287,"მსოფლიოს 7 საოცრებას.
"
288,288,"ქსოვილი სინამდვილეში ობობას ქსელია
"
289,289,"ნიშნობის ბეჭდების ტარება.
"
290,290,"ჩაი
"
291,291,"თვითონაც ერთჯერადია
"
292,292,"სფინქსი. (სფინქსი ვაშინგტონიდან)
"
293,293,"თემიდა
"
294,294,"პითაგორა
"
295,295,"Make Lovecraft, Not Warcraft
"
296,296,"გრინგო
"
297,297,"კანალიზაციაზე.
"
298,298,"იესოზე.
"
299,299,"ცისფერი მთები ანუ დაუჯერებელი ამბავი
"
300,300,"მთქნარებაზე.
"
301,301,"Yung
"
302,302,"საკუთარი ტელეფონების მფლობელები
"
303,303,"აპოკალიფსის ოთხი მხედარი
"
304,304,"@
"
305,305,"ექიმი უოტსონი
"
306,306,"რენტგენი.
"
307,307,"უკანასკნელი (ბოლო) წვეთი
"
308,308,"ჯერი
"
309,309,"ბოდლერი, ბორდელი.
"
310,310,"სასიყვარულო სამკუთხედი
"
311,311,"ლაზარე
"
312,312,"გარინჩა
"
313,313,"სიმღერა.
"
314,314,"ლას-ვეგასზე
"
315,315,"ჰომოსექსუალიზმი.
"
316,316,"ნაპოლეონ ბონაპარტე.
"
317,317,"ჯოლი როჯერი (Jolly Roger)
"
318,318,"კონსერვის გახსნაზე
"
319,319,"ჯონ ლენონი
"
320,320,"ფუტურამა (Futurama)
"
321,321,"თითის ანაბეჭდი
"
322,322,"იჩქარე ნელა (Festina Lente)
"
323,323,"ბრუტუსი.
"
324,324,"დონ კიხოტი
"
325,325,"ნელსონ მანდელა
"
326,326,"თანამგზავრი
"
327,327,"ნიშნობის ბეჭდის ტარება არათითზე
"
328,328,"იესო ქრისტეს.
"
329,329,"ტოტერის ვარიანტში ყველა როლს ჩაპლინი თამაშობდა.
"
330,330,"აბრაამის.
"
331,331,"ინდიანა ჯონსი
"
332,332,"მარიო.
"
333,333,"საჩვენებელი თითი
"
334,334,"The Lord of the Strings
"
335,335,"SS
"
336,336,"კიანუ რივზი
"
337,337,"სიბერე
"
338,338,"სანტა კლაუსები
"
339,339,"იესოს.
"
340,340,"არფა, რაფა, ფარა.
"
341,341,"ფანქარი და სათლელი.
"
342,342,"ნაბახუსევს.
"
343,343,"კრემაცია, სასაფლაო.
"
344,344,"პარაბელუმს
"
345,345,"Klosed
"
346,346,"სემუელ კოლტი
"
347,347,"დიოგენე.
"
348,348,"ზემო ვოლტა
"
349,349,"ჰამელნელი ვირთხიჭერია
"
350,350,"დორიან გრეი
"
351,351,"მუჰამედი და მთა.
"
352,352,"მონსტრადამუსი.
"
353,353,"ლიტერატურის მასწავლებლისგან (მასწავლებლისგან)
"
354,354,"იურიული პერიოდი.
"
355,355,"წითელკუდა.
"
356,356,"4 ივლისი.
"
357,357,"ბეისბოლი.
"
358,358,"მოაზროვნე.
"
359,359,"თაფლობის თვე.
"
360,360,"კატენაჩო
"
361,361,"საპნის ბუშტების გაშვება
"
362,362,"მარია-ანტუანეტა
"
363,363,"სტალინის როლი
"
364,364,"ტობოსა (ელ-ტობოსა)
"
365,365,"ზიპო
"
366,366,"წრეები მინდორზე
"
367,367,"ჯეიმს კამერონი
"
368,368,"სპაგეტი (მაკარონი)
"
369,369,"ფუკუშიმა, ჰიროშიმა
"
370,370,"ნარცისიზმი
"
371,371,"ღმერთი
"
372,372,"დიადი მუნჯი
"
373,373,"Six And The City
"
374,374,"რეი ბრედბერი
"
375,375,"ქვიშის საათი
"
376,376,"ჯეკი (ჯეკ მფატრავი)
"
377,377,"ფიდელ კასტრო
"
378,378,"თურქეთი
"
379,379,"გინესი
"
380,380,"კალამში.
"
381,381,"რომის პაპს
"
382,382,"ეიფელის კოშკზე
"
383,383,"მზის
"
384,384,"ქოლგაზე
"
385,385,"ბაყაყები ვერ ხედავენ უძრავ ობიექტებს.
"
386,386,"ბუშტებით (საჰაერო ბურთებით)
"
387,387,"I V X
"
388,388,"ჩიპსები
"
389,389,"ხანძრის
"
390,390,"ექო
"
391,391,"ბუმერანგზე
"
392,392,"რათა მოგვიანებით შვილს სახლი აეშენებინა.
"
393,393,"თივის ზვინში
"
394,394,"წამწამების.
"
395,395,"სანთებელა
"
396,396,"მარკებს
"
397,397,"1941
"
398,398,"კოლიზეუმში
"
399,399,"ფორთოხალზე.
"
400,400,"შარვალი
"
401,401,"ათას ერთი ღამის მუზეუმი
"
402,402,"დაფეხმძიმდება
"
403,403,"გველებზე
"
404,404,"მან არაფერი იცის.
"
405,405,"მონოპოლია
"
406,406,"თამბაქოზე
"
407,407,"ამოწმებენ ცომის სიმკვრივეს.
"
408,408,"ომების
"
409,409,"ბორბალს
"
410,410,"ფანქარზე
"
411,411,"ოლიმპიურ (ოლიმპ.პოლიმერებად)
"
412,412,"გუდიარი
"
413,413,"ტომ სოიერი, ჰეკლბერი ფინი.
"
414,414,"გოთები
"
415,415,"ორთქლის, ოხშივრის
"
416,416,"ბამბუკი
"
417,417,"კაპიტალი
"
418,418,"ტომი და ჯერი
"
419,419,"ღვინო
"
420,420,"საკუთარ სხეულს
"
421,421,"ჭამაზე
"
422,422,"4-ს და 8-ს.
"
423,423,"1984
"
424,424,"ფანჯარა
"
425,425,"ჯეიმს ფენიმორ კუპერი
"
426,426,"დიდი თვალები
"
427,427,"კონვერსები
"
428,428,"House M.D.
"
429,429,"ცოცხლად დამარხვისას
"
430,430,"M (მაკდონალდსის ლოგო)
"
431,431,"ნოკია
"
432,432,"მიშელ ნოსტრადამუსი
"
433,433,"კბილის ჯაგრისი
"
434,434,"თინა კანდელაკი
"
435,435,"არსებობს
"
436,436,"მეძავი
"
437,437,"ბანკის ძარცვა
"
438,438,"გააკრეს იესო ჯვარზე
"
439,439,"მაიკროსოფტი. როუმ დაარსებულ ფირმას მაიკ როუ სოფტი დაარქვა.
"
440,440,"ტერმინატორი 2: განკითხვის დღე
"
441,441,"პიქსელები.
"
442,442,"ფრანც კაფკა.
"
443,443,"ბაბა-იაგა
"
444,444,"ბებერი სინიორი, ბებერი სინიორა
"
445,445,"საასტუმრო უოტერგეიტში
"
446,446,"გრამოფონების მწარმოებლები
"
447,447,"მტერი, ტერი.
"
448,448,"მკვდარი.
"
449,449,"ბოიარდის ციხესიმაგრე.
"
450,450,"საფეხბურთო კლუბი არსენალი
"
451,451,"4 ივლისს დაბადებული.
"
452,452,"ასაწონი გირები.
"
453,453,"საფრთხობელა.
"
454,454,"ხშირად ფალსიფიცირებადი, ხშირად გაყალბებადი.
"
455,455,"პოლონელები
"
456,456,"კოტენ კლუბი
"
457,457,"ტრიუმფალური თაღი
"
458,458,"ფილადელფია
"
459,459,"ბარბი და ბარბადოსი
"
460,460,"ტალ-ავივი
"
461,461,"ჩაკ ბერი
"
462,462,"მარმარილო და ქვიშა
"
463,463,"რორშახი
"
464,464,"ჰერცოგი ველინგტონი და დიუკ ელინგტონი
"
465,465,"როკტობერფესტი
"
466,466,"იოანე ნათლისმცემელი
"
467,467,"კინემატოგრაფი (კინო) და კომიქსი
"
468,468,"ქოლგა
"
469,469,"პროკრუსტე
"
470,470,"ტარანტინო ადან ზედამდე
"
471,471,"დოლი
"
472,472,"ჭის ამოთხრა
"
473,473,"უსაფრთხოების ღვედი
"
474,474,"[ქვეითსაწინააღმდეგო] ნაღმები
"
475,475,"ვაშლი
"
476,476,"იმის მისახვედრად, რომ ტყვიები მთავრდება.
"
477,477,"დარტყმა წელს ქვემოთ.
"
478,478,"ვატიკანის
"
479,479,"ნამგალი და ურო.
"
480,480,"შოკოლადში რძის შერევა დაიწყეს.
"
481,481,"კატანას ქარქაშში ჩაგება.
"
482,482,"3D
"
483,483,"თეთრი სახლი
"
484,484,"კოცნაზე.
"
485,485,"საჭმელი ჩხირები.
"
486,486,"ზანგი (ნიგერი)
"
487,487,"პირანიების.
"
488,488,"ადამიანის შეგრძნებების, 5 გრძნობის
"
489,489,"სულიკო არის როგორც კაცის, ასევე ქალის სახელი.
"
490,490,"ცოლის ღალატზე.
"
491,491,"მინი-კაბების
"
492,492,"გაუჩინარებისთვის
"
493,493,"ისინი გერმანელები იყვნენ. მაშინდელ ინტერში სამი გერმანელი თამაშობდა: კლინსმანი, ლოთარ მათეუსი და ანდრეას ბრემე.
"
494,494,"ჰიტლერი
"
495,495,"თავისუფლება.
"
496,496,"თავის ქალაზე.
"
497,497,"რაშმორის მთა
"
498,498,"მიწისძვრა.
"
499,499,"ბოინგი.
"
500,500,"შამპუნის.
"
501,501,"ჩრდილი
"
502,502,"ხარაკირის.
"
503,503,"ზღვის ვარსკვლავი.
"
504,504,"გოთები.
"
505,505,"ფიქრზე.
"
506,506,"MU
"
507,507,"თუკი სუფრასთან 13 ადამიანი ზის.
"
508,508,"თევზის.
"
509,509,"აღმართა საბჭოთა დროშა რაიხსტაგის თავზე.
"
510,510,"გრავიტაცია
"
511,511,"ტაფაზე
"
512,512,"ჩრდილოეთ პოლუსზე.
"
513,513,"მოძრაობის წესები, მოძრაობა მარცხენა ზოლიდან მარჯვენა ზოლში გადავიდა.
"
514,514,"3,14-ს (რიცხვი პი)
"
515,515,"ეიფელის კოშკი
"
516,516,"რობოტები
"
517,517,"მაგნიტს.
"
518,518,"ხვრინვა.
"
519,519,"არისტოტელეზე
"
520,520,"მაცივარი.
"
521,521,"დრაკონიერები
"
522,522,"ტუში წამწამებისთვის
"
523,523,"ნახვრეტების რაოდენობა სამარილეებზე
"
524,524,"დიდი ძმა (Big Brother)
"
525,525,"I’ll be back ან Hasta la vista, baby
"
526,526,"ირონია
"
527,527,"პიზა
"
528,528,"სალვადორ დალიზე
"
529,529,"მობილური ტელეფონი.
"
530,530,"კბილი
"
531,531,"ბორატი
"
532,532,"Lost
"
533,533,"ნოე
"
534,534,"ჰოლმსი და უოტსონი
"
535,535,"3,14
"
536,536,"აკა მორჩილაძე
"
537,537,"რუსული რულეტკა
"
538,538,"თეთრი სპილო
"
539,539,"იონა
"
540,540,"iPod
"
541,541,"ჰოკუ (ჰაიკუ)
"
542,542,"ვლადიმირ სტერეომახი.
"
543,543,"საკვამურებიდან ამოსულ კვამლს
"
544,544,"კივილი.
"
545,545,"სპარტელები
"
546,546,"ვიოლინოს გასაღები
"
547,547,"დანაშაულებათა.
"
548,548,"პოტიომკინის სოფელი.
"
549,549,"საჯინიბო.
"
550,550,"ფენ[იქსად]
"
551,551,"მთვარე
"
552,552,"დიდი ძმა
"
553,553,"წმინდა პატრიკის დღე (17 მარტი)
"
554,554,"ისუ ნავესი
"
555,555,"დილმა
"
556,556,"[ერვინ რუდოლფ იოზეფ] შრედინგერი
"
557,557,"შვედური სამეფო ოჯახი, შვედური ოჯახი
"
558,558,"სტენლი კუბრიკი
"
559,559,"კიბე ზეცისკენ
"
560,560,"თვითმკვლელები
"
561,561,"თომას ჰობსი
"
562,562,"რკინის ფარდა
"
563,563,"სიამის ტყუპები
"
564,564,"ელინორ რიგბი
"
565,565,"წიგნის ჭია
"
566,566,"ფრანკენშტეინი
"
567,567,"სათადარიგოთა სკამი
"
568,568,"ბოულინგი
"
569,569,"ჰიჩკოკი
"
570,570,". (წერტილი)
"
571,571,"ანგელოზი
"
572,572,"ალექსანდრე ბლოკი
"
573,573,"თერმოპილე
"
574,574,"სუპერ მარიო
"
575,575,"ბებიჯი
"
576,576,"თეთრ დათვს
"
577,577,"ტრუმენ კაპოტე
"
578,578,"იაკოკა-კოლა
"
579,579,"ვიკილიქსი
"
580,580,"თეთრთავა არწივი
"
581,581,"ალბერტ აინშტაინი
"
582,582,"ტაბაკი
"
583,583,"პარასკევა, რობიზონ კრუზო
"
584,584,"გიულჩატაი
"
585,585,"ჰოკეის ბალახზე და ჰოკეის ყინულზე
"
586,586,"სპენსერი
"
587,587,"აწყობს რუბიკის კუბს
"
588,588,"მადლობა
"
589,589,"ნეგატივებს
"
590,590,"Pop-Art
"
591,591,"მოცემული სურათი
"
592,592,"გლაზგო
"
593,593,"ევრიკა
"
594,594,"ცხვირის ნესტო
"
595,595,"სახრჩობელა
"
596,596,"ნიუტონი, აინშტაინი, მაკკეი
"
597,597,"ლენინგრადს და სტალინგრადს
"
598,598,"ფრედი
"
599,599,"ჩემი მეგობარი ნოდარი
"
600,600,"მადამ ტიუსო
"
601,601,"კომპლექსური
"
602,602,"რენე იგიტა
"
603,603,"OMG
"
604,604,"უატი
"
605,605,"ეშაფოტი
"
606,606,"საქართველო
"
607,607,"საკუთარი გული
"
608,608,"საკონტაქტო ლინზები
"
609,609,"WWF
"
610,610,"ივან ეფრემოვი
"
611,611,"ნოკია
"
612,612,"კვარიათი
"
613,613,"ბროწეული
"
614,614,"I will be Bach
"
615,615,"დიდმარხვას
"
616,616,"ეგვიპტე
"
617,617,"პირველი მერცხალი
"
618,618,"ყრუ მაყურებელი
"
619,619,"რომის პაპს
"
620,620,"მაგნიტი (ბუნებრივი მაგნიტი)
"
621,621,"ნავთობს
"
622,622,"მზე
"
623,623,"ეკვატორი
"
624,624,"იღებდნენ ფილმს „ქარწაღებულნი“
"
625,625,"ადამიანი
"
626,626,"ქაღალდის ფული
"
627,627,"მონაკო
"
628,628,"მელოტებზე
"
629,629,"ცხენები არ ეწევიან და არ სვამენ
"
630,630,"მატრიოშკებს.
"
631,631,"მაცივარს
"
632,632,"სწრაფად
"
633,633,"თვალი
"
634,634,"ნაგვის ყუთი
"
635,635,"პლეიერი (ვოქმენი)
"
636,636,"როდესაც საჭმელს გთავაზობენ.
"
637,637,"რათა ხალხმა არ იფიქროს, რომ მას ღამე სახლში არ გაუთევია
"
638,638,"Windows 95
"
639,639,"ინგლისში ტრანსპორტი გზის მარცხენა მხარეს მოძრაობს.
"
640,640,"ნარკომანებზე
"
641,641,"ყავაზე
"
642,642,"სათვალეს.
"
643,643,"ქირურგიულ იარაღებს.
"
644,644,"ანესთეზიისთვის
"
645,645,"თუკი ყველა შვილი მდედრობითი სქესის იქნებოდა.
"
646,646,"კუდი
"
647,647,"მზე და მთვარე
"
648,648,"მზე
"
649,649,"მიდასი.
"
650,650,"პიანინოს კლავიატურაზე (პიანინოზე, ფორტეპიანოზე)
"
651,651,"ცხვირსახოცი.
"
652,652,"ტელევიზორს
"
653,653,"მატრიცა (The Matrix)
"
654,654,"Mozilla Firefox (ჩაითვლება აზრობრივად სწორი ყველა პასუხი)
"
655,655,"ცვილის
"
656,656,"სტალაქტიტი, სტალაგმიტი.
"
657,657,"სპაგეტი
"
658,658,"ცეცხლი
"
659,659,"ბრაილის შრიფტი. (ბრაილის ანბანი)
"
660,660,"ლაბირინთს
"
661,661,"უძილობა (ინსომნია)
"
662,662,"სიდედრისთვის
"
663,663,"ნილოსი
"
664,664,"დუმილი, ოქრო.
"
665,665,"ბენჯამინ ფრანკლინი
"
666,666,"Girlcott (გერლკოტი)
"
667,667,"თეთრი სახლის შავი დიასახლისი.
"
668,668,"ჭამე, ილოცე, გიყვარდეს.
"
669,669,"უსამა ბინ-ლადენი.
"
670,670,"ჯეილ ბლეიზერსი (Jail Blazers)
"
671,671,"რომან პოლანსკი
"
672,672,"ტროას ომი
"
673,673,"იოჰანეს გუტენბერგი
"
674,674,"სტივი ვანდერი.
"
675,675,"ბოტელი (Botel)
"
676,676,"Dr. Dre
"
677,677,"დიდი ბრიტანეთის ჰიმნი (God Save the Queen/King)
"
678,678,"პეპელა
"
679,679,"როდენი
"
680,680,"სიამაყე და ცრურწმენა
"
681,681,"შროშანი
"
682,682,"კბილის ჯაგრისი
"
683,683,"მატრიოშკა
"
684,684,"შლიმანი
"
685,685,"სანთლის ჩაქრობა
"
686,686,"კაკოფონია (კაკაფონია)
"
687,687,"თვითმკვლელთა ხიდი
"
688,688,"ჰუმბერტ ჰუმბერტი
"
689,689,"ქობულეთი
"
690,690,"ვარდისფერი სათვალე
"
691,691,"გინეები
"
692,692,"კედელი
"
693,693,"თეთრი დროშა
"
694,694,"მრავალუჯრედიანი
"
695,695,"ვარსკვლავური ხეივანი
"
696,696,"აბაზანაში
"
697,697,"ალო
"
698,698,"ცერბერისთვის
"
699,699,"კაკაო და ყავა
"
700,700,"ძველი(თ) ახალი წელი
"
701,701,"ლადოს ბანკი
"
702,702,"ყველაზე ბოლოს გამოცხადებული მეომრის
"
703,703,"დარტსი
"
704,704,"რეკლამა
"
705,705,"ალოე
"
706,706,"აირწინაღზე
"
707,707,"ციფრებზე
"
708,708,"იაპონელები მიწისძვრას უფრთხიან
"
709,709,"ჟანგზე
"
710,710,"მიაჩნიათ, რომ სწორედ ამ ადგილას მოკლა კაენმა აბელი.
"
711,711,"ჭადრაკის ფიგურების
"
712,712,"ნაჯახს
"
